,building_name,sold_price,building_beds,building_baths,redfin_estimates,building_location,property_type,property_size,walking_score,transit_score,bike_score,building_description,building_website
33,63 8th St,"650,000",3,2,"657,422","Staten Island,NY",Single Family Residential,"5,000 ",82.0,72.0,58.0,"""Public Remarks: Welcome to 63 8th Street located in the heart of New Dorp. Beautiful tree lined streets so close to shopping and transportation makes this a Gem of a house! When you enter into this newly gut renovated first floor with an open layout concept and you will fall in love. Set up like a broadside ranch, its wide and has a large living room with hardwood floors, granite kitchen with stainless steel appliances with an informal dining area. 3 large bedrooms with plenty of storage and a spacious bathroom with a double vanity. Downstairs is a huge finished basement with a 3/4 bath, kitchen, and plenty of room to relax and spend time with the family! Door leading out to the yard from the basement. Entire house has new vinyl siding, all new windows, Anderson doors, new roof, ADT alarm system, Gas hook up for BBQ, Driveway for 4 cars! Come take a tour!""",https://www.redfin.com/NY/Staten-Island/63-8-St-10306/home/56083319
34,3055 Philip Ave,"865,000",6,2,"895,414","BRONX,NY",Multi-Family (2-4 Unit),"5,000 ",87.0,,50.0,"""Throggs Neck Area 2 FAMILY Brick detached on a 50x100 Lot, This home Consist of Two Three bedroom Apartments, and a finished walk-out basement. Apartment one is a large 3 bedroom, living room, dining room, kitchen and full bath with access to an all-season porch with direct access to a large backyard ideal for entertaining guests!.  Second floor also has 3 bedrooms, living room, dining area, kitchen, full bath; this home also offers a 2 car garage accessible through its own private driveway and a finished walk out basement. Home is conveniently located to all major retail stores, Religious centers, Major Highways, minutes away from Throggs Neck Bridge, all local shops and a variety of entertainment outlets, and Public transportation, are within walking distance.""",https://www.redfin.com/NY/The-Bronx/3055-Philip-Ave-10465/home/44749250
35,66 Armstrong Ave,"750,000",3,3,"745,397","Staten Island,NY",Single Family Residential,"3,040 ",66.0,60.0,50.0,"""Public Remarks: GORGEOUS LARGE 2,208 SQFT 1-FAMILY, 3-BEDROOM, 2.5-BATH, DETACHED COLONIAL HOME IN EXCELLENT, LIKE NEW, MOVE-IN CONDITION WITH CUSTOM UPGRADES AND UPDATES THROUGHOUT. SITUATED ON A BEAUTIFUL, QUIET, TREE-LINED STREET AND CONVENIENTLY LOCATED CLOSE TO HYLAN BLVD, PARKS, BEACHES, SCHOOLS, DAY CARES, SHOPPING, RESTAURANTS, GREAT KILLS MARINA  AND TRANSPORTATION. FEATURING AN EXCELLENT FLOOR PLAN WITH ALL BIG ROOMS, GLEAMING HARDWOOD FLOORS, LARGE MODERN KITCHEN, TASTEFUL TRIMS AND FINISHES, CUSTOM DOORS AND MOLDINGS, RENOVATED HIGH END BATHS, DESIGNER BUILT IN CLOSETS, NEWER 2-ZONE HEATING AND COOLING SYSTEM, TREX DECK, PRIVATE MAINTENANCE FREE PAVED YARD, GARAGE, BIG DRIVEWAY AND MORE! LEV1:FAM RM, 3/4 BATH, GARAGE. LEV2: ENT FOYER, LIV RM, DIN RM, KITCH, 1/2 BATH. LEV3:3 BDRMS, FULL BATH.""",https://www.redfin.com/NY/Staten-Island/66-Armstrong-Ave-10308/home/56110237
36,1949 79 St,,3,2,"863,942","Brooklyn,NY",Multi-Family (2-4 Unit),"1,683 ",91.0,79.0,56.0,"""Beautiful two family. Building size of 17x60 on the first level, 17x50 on the second level and lot size of 17x100. Semi-finished basement with separate entrance. First floor has a 1 bedroom, Living room, and Kitchen and full bathroom. 2nd floor has 2 Bedroom, full bath, Living room, and Kitchen. Home has high ceilings. New bathrooms, kitchens, and windows on both first and second level. Roof is 5 years old, Gas boiler is 6 years old, Hot water heater is 4 years old, electrical upgrade pending to 3 meters. Near PS 186 school, churches, stores, restaurants and transportation (B4, B6, B8, B82, D train). Best motivated seller & cooperative agent""",https://www.redfin.com/NY/Brooklyn/1949-79th-St-11214/home/40826661
37,331 Natick St,"820,000",5,2,"846,432","Staten Island,NY",Single Family Residential,"6,000 ",50.0,46.0,48.0,"""Public Remarks: Diamond in the rough!!!This 5 bedroom 2 bath Colonial sits on a 60 x 100 lot on a secluded street in the heart of Richmondtown. This home is conveniently located and close to all. 1st floor has sunklen living room with fireplace, large dining room, eat in kitchen with granite countertops, 3/4 bath and sliders to yard. 2nd floor has 5 bedrooms with hardwood floors and a shared bath. Finished basement with family room and laundry room. Beautiful screened in deck leading to yard with in ground pool. Possibilities are endless with this home! Home is being sold AS IS""",https://www.redfin.com/NY/Staten-Island/331-Natick-St-10306/home/56127286
38,86 Redwood Ave,"690,000",3,3,"713,010","Staten Island,NY",Multi-Family (2-4 Unit),"2,200 ",33.0,61.0,40.0,"""Public Remarks: GORGEOUS AND LARGE, FULLY RENOVATED, 2-FAMILY, 3-BEDROOM, 2.5-BATH, SEMI-ATTACHED HOME WITH A  FINISHED BASEMENT, LARGE PRIVATE YARD WITH PATIO AND ABOVE GROUND POOL, AND A HUGE 1-BEDROOM RENTAL APARTMENT ON GROUND LEVEL. THIS BEAUTIFULLY REMODELED HOME IS IN EXCELLENT, MOVE-IN CONDITION WITH CUSTOM HIGH END UPGRADES THROUGHOUT. FEATURING A WIDE OPEN FLOOR PLAN, HARDWOOD FLOORS, HIGH-END KITCHEN WITH TOP-GRADE APPLIANCES, TASTEFULLY DESIGNED MODERN BATHS, NEW HEATING AND COOLING SYSTEM, AND SO MUCH MORE! SITUATED ON A QUIET, TREE-LINED STREET AND BACKING UP TO PROTECTED WOODS, THE HOUSE IS CONVENIENTLY LOCATED MINUTES FROM PARKS, SCHOOLS, SHOPPING AND TRANSPORTATION. LEV1: GAR, 1BDR RENTAL. LEV2: LIV RM, DIN RM, 1/2BATH, KITCH W/ ACCESS TO DECK. LEV3:3 BDRMS, FULL BATH. BSMNT: FINISHED, FAM RM, 3/4BATH, LAUND, UTIL.""",https://www.redfin.com/NY/Staten-Island/86-Redwood-Ave-10308/home/56135147
39,155-55 116th Dr,"555,000",3,2,"550,661","Jamaica,NY",Single Family Residential,"2,600 ",73.0,68.0,51.0,"""Lovely 3Br, 2 Bth Attached Colonial.  Many updates- Short distance to public transportation & shopping.""",https://www.redfin.com/NY/Jamaica/155-55-116th-Dr-11434/home/20709043
40,29 Malone Ave,"880,000",3,3,"864,195","Staten Island,NY",Single Family Residential,"6,000 ",55.0,67.0,51.0,"""Public Remarks: This stunning one family Colonial sits on a very quiet, tree-lined street in lovely Oakwood Heights. House sits on a 60' X 100' lot, features neutral colors with hardwood floors and radiant-heated tiles throughout. Open concept kitchen and fully tiled baths renovated in 2018 including new appliances, bathroom fixtures and hot water heater. Backyard designed for entertaining with built-in saltwater pool. Garage enters house via laundry room with an additional entrance to laundry room from backyard. Two attics offer tremendous storage space. Automatic sprinkler system and security system. Close to shopping and transportation, only 0.2 miles to train station. Just turn the key and move in. A Must See! Please click ''MORE''. .. .. .Level One: Dining Room, Living Room, Half Bath, Family Room, New Kitchen with granite countertops and Kitchen-Aid stainless steel appliances. New Andersen sliding door leading to back yard. Laundry Room/Utility Room. Garage with new epoxy floor and attic above. Level Two: Master Bedroom Suite with walk-in closet and gorgeous  bath with huge custom shower. BR #2, full bath, BR #3 & 4 being used as one bedroom (20' X 12'), and linen closet. Stand up attic with pull down steps spans entire house.""",https://www.redfin.com/NY/Staten-Island/29-Malone-Ave-10306/home/56104937
41,259 Slater Blvd,"567,000",3,4,"586,111","Staten Island,NY",Single Family Residential,"2,737 ",46.0,61.0,56.0,"""Public Remarks: BEAUTIFUL 1-FAMILY, 3-BEDROOM, 4-BATH, SEMI-ATTACHED HOME W/ A FINISHED BASEMENT, LONG DRIVEWAY, AND A BIG, PRIVATE BACK YARD. THIS GREAT HOUSE IS IN EXCELLENT CONDITION, WITH CUSTOM UPGRADES  &  RECENT UPDATES THROUGHOUT. SITUATED ON A BEAUTIFUL AND WIDE, TREE-LINED STREET IN A SUPERB LOCATION JUST 10 MINUTES FROM VZ BRIDGE, CLOSE TO HYLAN BLVD, PARKS, BEACHES, SCHOOLS, SHOPPING, ALL TYPES OF RESTAURANTS AND PUBLIC TRANSPORTATION. FEATURING A SPACIOUS LAY OUT, LARGE ROOMS, GLEAMING HARDWOOD FLOORS, EXQUISITE CUSTOM KITCHEN AND TASTEFULLY UPDATED BATHS, HUGE FINISHED BASEMENT WITH AN EXTRA ROOM, FAMILY ROOM AND BATH, NEWER HEATING  &  COOLING SYSTEM AND MORE! LEV1: LIV RM, DIN RM, 1/2 BATH, KITCHEN W/ ACCESS TO DECK. LEV2: MSTR BDRM W/ 1/2BATH, BR2,BR3,FULL BATH. BSMNT: FULL FIN, FAM RM, EXTRA RM , 3/4BATH, UTIL, LAUNDRY.""",https://www.redfin.com/NY/Staten-Island/259-Slater-Blvd-10305/home/56137855
42,655 E 40 St,,4,2,"600,074","Brooklyn,NY",Single Family Residential,"2,000 ",80.0,91.0,61.0,"""Occupied detached one family being sold 'as is"" in East Flatbush Brooklyn.  Features 7 rooms, 4 bedrooms, kitchen and 2 baths.  Full basement, detached one car garage, located close to all.   This property is currently occupied please  Do Not Disturb Occupants at anytime.""",https://www.redfin.com/NY/Brooklyn/655-E-40th-St-11203/home/40782334
43,97 Justin Ave,"539,000",3,2,"569,337","Staten Island,NY",Single Family Residential,"5,000 ",59.0,66.0,51.0,"""Public Remarks: Here It Is!!! Exactly What You Have Been Waiting For. Beautiful Updated Home In Bay Terrace On A Tree Lined Street. This Detached Home Features 3 Bedrooms  &  2 Bathrooms. Stunning Cherrywood Kitchen With Granite Countertops  &  Tile Backsplash. Upgrades Include Hardwood Floors, Newer Windows  &  Siding. Plenty Of Parking in The Driveway. Want More Room, Full Basement Partially Finished Ready For Your Customization. This Home Sits On A 50x100 Lot And Has A Spacious Backyard With A Maintenance Free PVC Fencing  &  Concrete Patio Perfect For Those Summer Get Togethers. Excellent Location With Easy To Public Transportation  &  Shopping. Why Buy A Townhome When You Can Your Very Own Detached Home. Hurry Won't Last!!!""",https://www.redfin.com/NY/Staten-Island/97-Justin-Ave-10306/home/56126200
44,80-35 Shore Pkwy #1,"245,000",2,1,"262,402","Howard Beach,NY",Condo/Co-op,,67.0,62.0,71.0,"""Perfect Two Bedroom Apartment located in a prime area in Howard Beach.  Walking distance to Shopping Center. Close to public transportation Q21 - Q41 - QM15. Near to major highways. Plenty street Parking. Outdoor Parking Available.""",https://www.redfin.com/NY/Howard-Beach/80-35-Shore-Pkwy-11414/unit-1/home/169253317
45,1269 74 St,,8,3.5,"1,823,978","Brooklyn,NY",Multi-Family (2-4 Unit),"4,000 ",91.0,84.0,55.0,"""Welcome to co-broke.3 Family Detached House in Dyker Heights. First Floor Features 2 bedrooms, 1 bathroom, a formal living room, Dining room and an Impressive Eat-in Kitchen. 2nd Floor consists of 3 bedrooms, 1 Bathroom, Living Room, Dining Room, and Kitchen. 3rd Floor consists of 3 bedrooms, 1 Bathroom, Living Room, Dining Room, and Kitchen. This Property was remodeled less than 10 years, new electrical, new plumbing. Building size 26x43 on a 40x100 Lot. Private Drive that can park up to 6+ Cars. convenient to all the Shopping, Park, Great School District.""",https://www.redfin.com/NY/Brooklyn/1269-74th-St-11228/home/40823934
46,9995 Shore Rd Unit 18A,,,1,"222,059","Brooklyn,NY",Condo/Co-op,,81.0,82.0,68.0,"""Beautifully appointed studio co-op in a fabulous Bay Ridge location, enables you to ride on the express bus (located directly in front on Shore Road) or the R train on 95th Street & 4th Avenue.  Nearly new kitchen with gorgeous wood cabinets, quartz countertops & stainless steel appliances. Full bathroom is also nearly new with beautiful ceramic tile & vanity.  The best part about this studio is that there are 3 floor to ceiling closets, with one being a walk in!  There is a newly renovated card operated laundry in the basement as well as an ownerÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¾Ãƒâ€šÃ‚Â¢s storage closet & a place for a bicycle.  Low maintenance of $474 per month includes real estate taxes.  Heat & hot water are electric at an approx. cost of $50/month.  Parking garage & outdoor lot around the corner at a separate cost where spots become available frequently.  Competitively priced.  20% minimum down payment.  Pet friendly ( weight limit for dogs). Qualified buyers only please.    **** $1,000 selling bonus to selling agent ****""",https://www.redfin.com/NY/Brooklyn/9995-Shore-Rd-11209/unit-18A/home/40919397
47,2277 E 28 St,,2,1,"692,409","Brooklyn,NY",Yes,1,93.0,75.0,67.0,"""Well kept single-family BRICK home on a beautiful block Sheepshead. This house has a 1632 sq ft living area. The second floor has 2 big bedrooms with 1 full bathroom. The first floor has a beautiful open kitchen, a living room, a dining room, Dining area leading to Patio for your relaxation and entertaining with a large private yard.  and a finished walk-in basement with separate entrances. Gas boiler and water heater.  There is a built-in garage with a private driveway that can park 2 cars. It is in move-in condition. Near Q train at Ave U Station. The area also has many stores and markets for shopping and/or restaurants for dining (Ave U). The seller is willing to hear all reasonable offers.""",https://www.redfin.com/NY/Brooklyn/2277-E-28th-St-11229/home/40864317
48,149 Marine Ave Unit 1H/1J,,2,2,"595,326","Brooklyn,NY",Condo/Co-op,,95.0,87.0,80.0,"""ENORMOUS AND UNIQUE 2 BEDROOM, 2 BATH COOP WITH ALMOST 1400 SQ. FT., ITS OWN WASHER/DRYER AND VERY LOW MAINTENANCE FEES. THIS ONE OF A KIND UNIT IS PERFECT FOR ENTERTAINING WITH A FULL FORMAL DINING ROOM, INCREDIBLE CLOSET SPACE AND A SEPARATE DEN/FAMILY ROOM.   * 1st floor position is actually one flight above lobby level affording the advantage of having no one below  * The spacious, open layout of the dining room and oversized living room contribute to its contemporary appeal and is perfect for entertaining.  * The kitchen has been renovated with an abundance of cabinetry, granite countertops modern appliances and a separate dinette to serenely enjoy your morning coffee.  * Both bedrooms can easily accommodate a king sized bedroom set  * Both fully tiled baths are in excellent condition  * The incredibly unique feature of a grandfathered washer/dryer in a separate laundry room which also provides a terrific amount of storage space  * Incredible closet space   * Low maintenance of $984 for such a large amount of space  * Other amenities include a live-in super and garage (wait list).  * The coop boasts excellent financials, a very high percentage of owner occupancy and No flip tax.  * The super convenient location is less than 2 blocks to both the ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã¢â‚¬Â¦ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œRÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¯Ãƒâ€šÃ‚Â¿Ãƒâ€šÃ‚Â½ Train, and the NYC Express Bus.  * The local supermarket is right down the block on 3rd Avenue, where you will also enjoy a fantastic array of specialty shops and diverse restaurants that Bay Ridge is renowned for.  * And, if you love the outdoors, there are 30 blocks of uninterrupted parks that have playgrounds, tennis courts, and a bicycle path with stunning views of the harbor and Verrazano Bridge.""",https://www.redfin.com/NY/Brooklyn/149-Marine-Ave-11209/unit-1H-1J/home/170175613
49,141-17 181st St,"680,000",3,3.5,"698,714","Springfield Gdns,NY",Multi-Family (2-4 Unit),"4,000 ",63.0,68.0,51.0,"""You don't want to miss this unique fully detached brick 2 family with private driveway, that sits on beautiful 4000 sqft. lot. First floor has a two bedroom over one bedroom on the second floor with outside separate entrance. Has a full finished basement with full bathroom and outside separate entrance. Has also inside staircase to enter to the second floor and the basement. New fence with custom built gate in the front for more privacy. Conveniently located to shopping, parkways, schools, bus, LIRR, and JFK airport. Great opportunity to own with some rental income!""",https://www.redfin.com/NY/Queens/141-17-181st-St-11413/home/20693280
50,216-11 130th Ave,"515,000",4,1,"522,749","Laurelton,NY",Single Family Residential,"3,830 ",61.0,58.0,48.0,"""All Brick, Single Family Cape Sitting On A 40 x 95 Lot, Perfect Opportunity For Buyers Looking To Add Their Own Touch To Create Their Dream Residence. Spacious Living Area, Separate Dining Area, 4 Bedroom, Forced Air, Finished Basement With OSE. Huge Yard Space. Prime Location, Steps From Transportation, Schools, Highways And Shopping Centers. Minutes To JFK Airport.""",https://www.redfin.com/NY/Queens/216-11-130th-Ave-11413/home/20701147
51,432 Atlantic Ave,"558,000",3,2,"554,534","Staten Island,NY",Single Family Residential,"2,400 ",66.0,66.0,58.0,"""Public Remarks: Looking for peaceful living ? This is it. Enjoy this lovely well maintained 3 bedroom home located on a quiet dead end. Walk into the open concept living room, dining room which offers a bright airy feel. Just beyond is the updated kitchen with a sweet area to enjoy your meals. The spacious basement has sliders which reveal a charming yard with pavers ready for your entertaining. Pella windows throughout. Perfect for your new home, close to NYC transportation, restaurants and more.""",https://www.redfin.com/NY/Staten-Island/432-Atlantic-Ave-10305/home/56045310
52,,,,,,,,,,,,,https://www.redfin.com/NY/Jamaica/115-39-180th-St-11434/home/20755248
53,,,,,,,,,,,,,https://www.redfin.com/NY/Queens/58-28-St-Felix-Ave-11385/home/20882271
54,27 Westminster Rd,,,,,,Single Family Residential,"4,000 ",,,,"""Welcome to the Lakeville section of Great Neck! Move right into this sun-drenched storybook Tudor with great flow, room for home office, gleaming hardwood floors throughout. Ideal location with easy access to transportation and shopping. Low taxes. This home is part of the Great Neck Park District which includes amenities such an Olympic-sized pool, lazy river, year round tennis, ice skating rink, boating and waterfront park. Lakeville Elementary and South Middle/High Schools.""",https://www.redfin.com/NY/Great-Neck/27-Westminster-Rd-11020/home/20580204
55,,,,,,,,,,,,,https://www.redfin.com/NY/Queens/110-05-Rockaway-Blvd-11420/home/20726634
56,,,,,,,,,,,,,https://www.redfin.com/NY/Staten-Island/16-Lexington-Ave-10302/home/56095568
57,22-30 College Point Blvd Unit 3A,"560,000",2,1,"573,835","College Point,NY",Condo/Co-op,,85.0,58.0,46.0,,https://www.redfin.com/NY/College-Point/22-30-College-Point-Blvd-11356/unit-3A/home/166839913
